date,sp_close
2016-02-11,1829.0799560546875
2016-02-12,1864.780029296875
2016-02-16,1895.5799560546875
2016-02-17,1926.8199462890625
2016-02-18,1917.8299560546875
2016-02-19,1917.780029296875
2016-02-22,1945.5
2016-02-23,1921.27001953125
2016-02-24,1929.800048828125
2016-02-25,1951.699951171875
2016-02-26,1948.050048828125
2016-02-29,1932.22998046875
2016-03-01,1978.3499755859375
2016-03-02,1986.449951171875
2016-03-03,1993.4000244140625
2016-03-04,1999.989990234375
2016-03-07,2001.760009765625
2016-03-08,1979.260009765625
2016-03-09,1989.260009765625
2016-03-10,1989.5699462890625
2016-03-11,2022.18994140625
2016-03-14,2019.6400146484375
2016-03-15,2015.9300537109375
2016-03-16,2027.219970703125
2016-03-17,2040.5899658203125
2016-03-18,2049.580078125
2016-03-21,2051.60009765625
2016-03-22,2049.800048828125
2016-03-23,2036.7099609375
2016-03-24,2035.93994140625
2016-03-28,2037.050048828125
2016-03-29,2055.010009765625
2016-03-30,2063.949951171875
2016-03-31,2059.739990234375
2016-04-01,2072.780029296875
2016-04-04,2066.1298828125
2016-04-05,2045.1700439453125
2016-04-06,2066.659912109375
2016-04-07,2041.9100341796875
2016-04-08,2047.5999755859375
2016-04-11,2041.989990234375
2016-04-12,2061.719970703125
2016-04-13,2082.419921875
2016-04-14,2082.780029296875
2016-04-15,2080.72998046875
2016-04-18,2094.340087890625
2016-04-19,2100.800048828125
2016-04-20,2102.39990234375
2016-04-21,2091.47998046875
2016-04-22,2091.580078125
2016-04-25,2087.7900390625
2016-04-26,2091.699951171875
2016-04-27,2095.14990234375
2016-04-28,2075.81005859375
2016-04-29,2065.300048828125
2016-05-02,2081.429931640625
2016-05-03,2063.3701171875
2016-05-04,2051.1201171875
2016-05-05,2050.6298828125
2016-05-06,2057.139892578125
2016-05-09,2058.68994140625
2016-05-10,2084.389892578125
2016-05-11,2064.4599609375
2016-05-12,2064.110107421875
2016-05-13,2046.6099853515625
2016-05-16,2066.659912109375
2016-05-17,2047.2099609375
2016-05-18,2047.6300048828125
2016-05-19,2040.0400390625
2016-05-20,2052.320068359375
2016-05-23,2048.0400390625
2016-05-24,2076.06005859375
2016-05-25,2090.5400390625
2016-05-26,2090.10009765625
2016-05-27,2099.06005859375
2016-05-31,2096.949951171875
2016-06-01,2099.330078125
2016-06-02,2105.260009765625
2016-06-03,2099.1298828125
2016-06-06,2109.409912109375
2016-06-07,2112.1298828125
2016-06-08,2119.1201171875
2016-06-09,2115.47998046875
2016-06-10,2096.070068359375
2016-06-13,2079.06005859375
2016-06-14,2075.320068359375
2016-06-15,2071.5
2016-06-16,2077.989990234375
2016-06-17,2071.219970703125
2016-06-20,2083.25
2016-06-21,2088.89990234375
2016-06-22,2085.449951171875
2016-06-23,2113.320068359375
2016-06-24,2037.4100341796875
2016-06-27,2000.5400390625
2016-06-28,2036.0899658203125
2016-06-29,2070.77001953125
2016-06-30,2098.860107421875
2016-07-01,2102.949951171875
2016-07-05,2088.550048828125
2016-07-06,2099.72998046875
2016-07-07,2097.89990234375
2016-07-08,2129.89990234375
2016-07-11,2137.159912109375
2016-07-12,2152.139892578125
2016-07-13,2152.429931640625
2016-07-14,2163.75
2016-07-15,2161.739990234375
2016-07-18,2166.889892578125
2016-07-19,2163.780029296875
2016-07-20,2173.02001953125
2016-07-21,2165.169921875
2016-07-22,2175.030029296875
2016-07-25,2168.47998046875
2016-07-26,2169.179931640625
2016-07-27,2166.580078125
2016-07-28,2170.06005859375
2016-07-29,2173.60009765625
2016-08-01,2170.840087890625
2016-08-02,2157.030029296875
2016-08-03,2163.7900390625
2016-08-04,2164.25
2016-08-05,2182.8701171875
2016-08-08,2180.889892578125
2016-08-09,2181.739990234375
2016-08-10,2175.489990234375
2016-08-11,2185.7900390625
2016-08-12,2184.050048828125
2016-08-15,2190.14990234375
2016-08-16,2178.14990234375
2016-08-17,2182.219970703125
2016-08-18,2187.02001953125
2016-08-19,2183.8701171875
2016-08-22,2182.639892578125
2016-08-23,2186.89990234375
2016-08-24,2175.43994140625
2016-08-25,2172.469970703125
2016-08-26,2169.0400390625
2016-08-29,2180.3798828125
2016-08-30,2176.1201171875
2016-08-31,2170.949951171875
2016-09-01,2170.860107421875
2016-09-02,2179.97998046875
2016-09-06,2186.47998046875
2016-09-07,2186.159912109375
2016-09-08,2181.300048828125
2016-09-09,2127.81005859375
2016-09-12,2159.0400390625
2016-09-13,2127.02001953125
2016-09-14,2125.77001953125
2016-09-15,2147.260009765625
2016-09-16,2139.159912109375
2016-09-19,2139.1201171875
2016-09-20,2139.760009765625
2016-09-21,2163.1201171875
2016-09-22,2177.179931640625
2016-09-23,2164.68994140625
2016-09-26,2146.10009765625
2016-09-27,2159.929931640625
2016-09-28,2171.3701171875
2016-09-29,2151.1298828125
2016-09-30,2168.27001953125
2016-10-03,2161.199951171875
2016-10-04,2150.489990234375
2016-10-05,2159.72998046875
2016-10-06,2160.77001953125
2016-10-07,2153.739990234375
2016-10-10,2163.659912109375
2016-10-11,2136.72998046875
2016-10-12,2139.179931640625
2016-10-13,2132.550048828125
2016-10-14,2132.97998046875
2016-10-17,2126.5
2016-10-18,2139.60009765625
2016-10-19,2144.2900390625
2016-10-20,2141.340087890625
2016-10-21,2141.159912109375
2016-10-24,2151.330078125
2016-10-25,2143.159912109375
2016-10-26,2139.429931640625
2016-10-27,2133.0400390625
2016-10-28,2126.409912109375
2016-10-31,2126.14990234375
2016-11-01,2111.719970703125
2016-11-02,2097.93994140625
2016-11-03,2088.659912109375
2016-11-04,2085.179931640625
2016-11-07,2131.52001953125
2016-11-08,2139.56005859375
2016-11-09,2163.260009765625
2016-11-10,2167.47998046875
2016-11-11,2164.449951171875
2016-11-14,2164.199951171875
2016-11-15,2180.389892578125
2016-11-16,2176.93994140625
2016-11-17,2187.1201171875
2016-11-18,2181.89990234375
2016-11-21,2198.179931640625
2016-11-22,2202.93994140625
2016-11-23,2204.719970703125
2016-11-25,2213.35009765625
2016-11-28,2201.719970703125
2016-11-29,2204.659912109375
2016-11-30,2198.81005859375
2016-12-01,2191.080078125
2016-12-02,2191.949951171875
2016-12-05,2204.7099609375
2016-12-06,2212.22998046875
2016-12-07,2241.35009765625
2016-12-08,2246.18994140625
2016-12-09,2259.530029296875
2016-12-12,2256.9599609375
2016-12-13,2271.719970703125
2016-12-14,2253.280029296875
2016-12-15,2262.030029296875
2016-12-16,2258.070068359375
2016-12-19,2262.530029296875
2016-12-20,2270.760009765625
2016-12-21,2265.179931640625
2016-12-22,2260.9599609375
2016-12-23,2263.7900390625
2016-12-27,2268.8798828125
2016-12-28,2249.919921875
2016-12-29,2249.260009765625
2016-12-30,2238.830078125
2017-01-03,2257.830078125
2017-01-04,2270.75
2017-01-05,2269.0
2017-01-06,2276.97998046875
2017-01-09,2268.89990234375
2017-01-10,2268.89990234375
2017-01-11,2275.320068359375
2017-01-12,2270.43994140625
2017-01-13,2274.639892578125
2017-01-17,2267.889892578125
2017-01-18,2271.889892578125
2017-01-19,2263.68994140625
2017-01-20,2271.31005859375
2017-01-23,2265.199951171875
2017-01-24,2280.070068359375
2017-01-25,2298.3701171875
2017-01-26,2296.679931640625
2017-01-27,2294.68994140625
2017-01-30,2280.89990234375
2017-01-31,2278.8701171875
2017-02-01,2279.550048828125
2017-02-02,2280.85009765625
2017-02-03,2297.419921875
2017-02-06,2292.56005859375
2017-02-07,2293.080078125
2017-02-08,2294.669921875
2017-02-09,2307.8701171875
2017-02-10,2316.10009765625
